Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,int_rate,FICO.Score,annual_inc,home_ownership
3000,3000.0,13.11%,36,debt_consolidation,32.21,SD,MORTGAGE,2583.33,670-674,13.0,6683.0,0.0,1 year,13.11,670,30999.96,0
11425,11400.0,9.91%,36,debt_consolidation,19.47,FL,MORTGAGE,4750.0,730-734,9.0,6359.0,3.0,8 years,9.91,730,57000.0,0
17325,17325.0,17.27%,60,debt_consolidation,30.24,CA,RENT,3750.0,705-709,13.0,31362.0,1.0,9 years,17.27,705,45000.0,3
5425,5425.0,8.49%,36,debt_consolidation,21.16,WV,MORTGAGE,6333.33,730-734,21.0,25996.0,3.0,10+ years,8.49,730,75999.96,0
20000,20000.0,22.78%,60,debt_consolidation,1.63,CA,RENT,12500.0,665-669,5.0,5407.0,0.0,5 years,22.78,665,150000.0,3
3300,3300.0,11.71%,36,car,4.16,FL,RENT,3730.0,700-704,7.0,3675.0,1.0,1 year,11.71,700,44760.0,3
2000,2000.0,17.27%,36,home_improvement,20.51,GA,MORTGAGE,3750.0,670-674,10.0,1371.0,1.0,7 years,17.27,670,45000.0,0
26500,26500.0,13.11%,36,home_improvement,13.99,CA,RENT,5833.33,745-749,8.0,64504.0,2.0,5 years,13.11,745,69999.96,3
17975,17975.0,18.55%,36,debt_consolidation,18.55,FL,RENT,4833.33,670-674,10.0,17448.0,0.0,7 years,18.55,670,57999.96,3
15000,14925.21,13.47%,36,debt_consolidation,14.06,NY,RENT,4458.33,700-704,15.0,7701.0,1.0,6 years,13.47,700,53499.96,3
16400,16350.0,13.99%,60,debt_consolidation,23.6,FL,RENT,3500.0,725-729,11.0,16693.0,1.0,5 years,13.99,725,42000.0,3
13500,13500.0,13.99%,60,debt_consolidation,12.59,OR,MORTGAGE,8833.33,700-704,11.0,18978.0,0.0,2 years,13.99,700,105999.96,0
12000,12000.0,15.27%,36,debt_consolidation,3.9,AZ,RENT,7083.33,670-674,7.0,6040.0,1.0,2 years,15.27,670,84999.96,3
16750,16750.0,21.48%,60,debt_consolidation,21.88,HI,RENT,2833.33,665-669,12.0,7903.0,0.0,3 years,21.48,665,33999.96,3
8000,8000.0,12.18%,36,major_purchase,1.24,MA,RENT,1125.0,745-749,2.0,707.0,0.0,2 years,12.18,745,13500.0,3
10000,10000.0,9.76%,36,debt_consolidation,14.08,LA,MORTGAGE,5416.67,710-714,8.0,10560.0,0.0,3 years,9.76,710,65000.04,0
10000,10000.0,15.21%,36,debt_consolidation,10.93,CA,RENT,7083.0,670-674,13.0,11890.0,0.0,3 years,15.21,670,84996.0,3
5525,5525.0,13.85%,36,credit_card,21.03,CA,MORTGAGE,6620.0,720-724,8.0,37573.0,2.0,10+ years,13.85,720,79440.0,0
17200,17200.0,19.69%,60,home_improvement,9.95,CO,RENT,3666.67,705-709,4.0,2117.0,3.0,2 years,19.69,705,44000.04,3
19600,19575.0,16.29%,36,other,29.38,NY,RENT,4166.67,680-684,17.0,22053.0,1.0,3 years,16.29,680,50000.04,3
4000,4000.0,11.48%,36,debt_consolidation,22.93,TX,MORTGAGE,3833.33,715-719,9.0,0.0,0.0,2 years,11.48,715,45999.96,0
13000,13000.0,13.11%,36,debt_consolidation,10.58,NH,RENT,5000.0,735-739,3.0,11090.0,1.0,1 year,13.11,735,60000.0,3
8000,7850.0,9.63%,36,house,0.24,KS,RENT,4250.0,790-794,4.0,132.0,3.0,5 years,9.63,790,51000.0,3
25000,5640.7,10.08%,36,home_improvement,10.42,MA,MORTGAGE,7916.67,755-759,23.0,16386.0,0.0,4 years,10.08,755,95000.04,0
20000,19900.0,10.25%,36,wedding,11.35,NY,RENT,7083.33,750-754,14.0,18196.0,0.0,3 years,10.25,750,84999.96,3
27575,27575.0,17.27%,60,debt_consolidation,18.28,WA,MORTGAGE,7833.33,680-684,20.0,28055.0,2.0,7 years,17.27,680,93999.96,0
24000,24000.0,14.33%,36,debt_consolidation,15.86,CA,MORTGAGE,7500.0,670-674,5.0,2426.0,0.0,10+ years,14.33,670,90000.0,0
7000,7000.0,18.49%,36,wedding,15.92,IL,RENT,5000.0,660-664,11.0,13665.0,1.0,5 years,18.49,660,60000.0,3
12000,11975.0,16.77%,60,debt_consolidation,10.71,MD,MORTGAGE,3500.0,685-689,6.0,26874.0,0.0,10+ years,16.77,685,42000.0,0
14000,14000.0,19.03%,60,debt_consolidation,13.52,CA,MORTGAGE,3616.0,670-674,9.0,13923.0,0.0,2 years,19.03,670,43392.0,0
10000,9975.0,11.14%,36,debt_consolidation,12.92,CA,RENT,2500.0,725-729,8.0,14257.0,0.0,3 years,11.14,725,30000.0,3
7750,7750.0,6.03%,36,debt_consolidation,22.01,CO,RENT,4766.67,780-784,14.0,4667.0,3.0,6 years,6.03,780,57200.04,3
15000,11550.0,13.67%,36,debt_consolidation,17.19,TX,OWN,3333.33,690-694,8.0,10820.0,0.0,5 years,13.67,690,39999.96,2
15000,14950.0,11.86%,36,debt_consolidation,12.2,AR,MORTGAGE,5000.0,705-709,9.0,3470.0,3.0,10+ years,11.86,705,60000.0,0
25000,25000.0,15.31%,36,debt_consolidation,13.0,CA,RENT,5416.67,685-689,10.0,22824.0,0.0,6 years,15.31,685,65000.04,3
15000,14975.0,14.91%,60,debt_consolidation,8.08,NC,MORTGAGE,4407.0,720-724,8.0,15818.0,1.0,n/a,14.91,720,52884.0,0
5000,5000.0,16.29%,36,debt_consolidation,16.06,CT,MORTGAGE,8750.0,660-664,12.0,19598.0,1.0,2 years,16.29,660,105000.0,0
5000,5000.0,12.98%,36,wedding,17.29,PA,MORTGAGE,3250.0,665-669,18.0,4656.0,0.0,3 years,12.98,665,39000.0,0
35000,35000.0,15.31%,36,debt_consolidation,15.0,NJ,RENT,6666.67,680-684,22.0,33472.0,0.0,10+ years,15.31,680,80000.04,3
7500,6025.0,15.37%,36,debt_consolidation,17.5,CA,OWN,5000.0,675-679,11.0,16422.0,0.0,< 1 year,15.37,675,60000.0,2
25000,15675.0,10.36%,60,home_improvement,16.26,CA,MORTGAGE,3333.33,765-769,6.0,22713.0,1.0,10+ years,10.36,765,39999.96,0
3800,3800.0,11.12%,36,major_purchase,15.45,PA,MORTGAGE,5416.67,700-704,11.0,9266.0,0.0,10+ years,11.12,700,65000.04,0
2800,2800.0,8.90%,36,other,27.76,VA,RENT,3250.0,700-704,13.0,22401.0,0.0,10+ years,8.9,700,39000.0,3
6250,6250.0,7.49%,36,credit_card,23.97,AR,MORTGAGE,2900.0,730-734,13.0,21536.0,0.0,2 years,7.49,730,34800.0,0
18000,17994.46,9.91%,36,debt_consolidation,11.85,WA,MORTGAGE,3333.33,725-729,13.0,10416.0,2.0,5 years,9.91,725,39999.96,0
6000,6000.0,17.27%,36,debt_consolidation,29.13,WV,RENT,2752.92,660-664,12.0,4569.0,2.0,< 1 year,17.27,660,33035.04,3
20000,20000.0,14.09%,36,debt_consolidation,34.91,TX,MORTGAGE,4583.33,710-714,8.0,6510.0,1.0,2 years,14.09,710,54999.96,0
8000,8000.0,11.14%,36,debt_consolidation,23.93,KY,RENT,2666.67,700-704,11.0,10128.0,0.0,5 years,11.14,700,32000.04,3
12000,12000.0,6.62%,36,home_improvement,4.81,NY,MORTGAGE,9833.33,790-794,15.0,5584.0,2.0,10+ years,6.62,790,117999.96,0
24000,7100.0,11.12%,60,home_improvement,11.99,CO,OWN,5686.67,775-779,6.0,1726.0,2.0,2 years,11.12,775,68240.04,2
3000,2925.0,11.49%,36,debt_consolidation,9.22,CA,RENT,4900.0,690-694,6.0,3996.0,1.0,10+ years,11.49,690,58800.0,3
5000,5000.0,6.99%,36,major_purchase,8.51,AL,MORTGAGE,3750.0,745-749,12.0,3998.0,0.0,6 years,6.99,745,45000.0,0
21850,21800.0,13.99%,60,debt_consolidation,17.95,NY,RENT,3750.0,730-734,5.0,7102.0,0.0,3 years,13.99,730,45000.0,3
21850,21850.0,23.28%,60,medical,26.95,IL,MORTGAGE,5833.33,675-679,21.0,29643.0,2.0,3 years,23.28,675,69999.96,0
10000,7586.93,13.47%,36,credit_card,14.2,CA,MORTGAGE,6666.67,690-694,8.0,126402.0,2.0,9 years,13.47,690,80000.04,0
15000,10150.07,15.68%,36,other,2.68,IL,OWN,2500.0,680-684,6.0,3004.0,2.0,1 year,15.68,680,30000.0,2
9600,9600.0,7.29%,36,other,9.66,RI,RENT,6048.0,740-744,7.0,15700.0,0.0,7 years,7.29,740,72576.0,3
25000,24975.0,20.50%,36,credit_card,14.72,FL,RENT,7301.58,670-674,18.0,21675.0,0.0,4 years,20.5,670,87618.96,3
25000,14401.65,11.49%,60,home_improvement,4.95,FL,MORTGAGE,3333.33,780-784,9.0,3367.0,3.0,2 years,11.49,780,39999.96,0
30000,29950.0,7.90%,36,home_improvement,0.34,MA,RENT,13416.67,810-814,9.0,2174.0,3.0,10+ years,7.9,810,161000.04,3
20000,20000.0,16.89%,60,debt_consolidation,6.83,WA,OWN,4000.0,700-704,6.0,5845.0,0.0,10+ years,16.89,700,48000.0,2
14825,14825.0,13.67%,36,small_business,9.55,CA,RENT,2500.0,695-699,8.0,8073.0,1.0,2 years,13.67,695,30000.0,3
8000,8000.0,17.27%,36,debt_consolidation,1.98,NY,MORTGAGE,6000.0,670-674,5.0,5032.0,2.0,10+ years,17.27,670,72000.0,0
20000,20000.0,11.71%,36,debt_consolidation,14.95,TX,MORTGAGE,10416.67,720-724,12.0,26179.0,2.0,1 year,11.71,720,125000.04,0
7000,7000.0,7.90%,36,medical,20.96,TX,OWN,2300.0,765-769,4.0,0.0,0.0,10+ years,7.9,765,27600.0,2
20000,19900.0,10.62%,36,debt_consolidation,12.58,AL,MORTGAGE,2416.67,760-764,5.0,6011.0,0.0,1 year,10.62,760,29000.04,0
5000,4500.0,11.03%,36,major_purchase,0.47,PA,RENT,3166.67,680-684,5.0,4254.0,5.0,< 1 year,11.03,680,38000.04,3
17625,17600.0,13.11%,36,credit_card,14.88,OH,RENT,3333.33,675-679,6.0,20266.0,0.0,2 years,13.11,675,39999.96,3
7150,7150.0,13.11%,36,debt_consolidation,12.33,IL,RENT,3666.67,685-689,11.0,10561.0,1.0,< 1 year,13.11,685,44000.04,3
25000,24775.0,10.36%,36,debt_consolidation,0.94,HI,RENT,8533.33,720-724,9.0,28038.0,0.0,10+ years,10.36,720,102399.96,3
15000,15000.0,14.33%,36,debt_consolidation,33.42,AZ,RENT,4500.0,675-679,20.0,13369.0,0.0,< 1 year,14.33,675,54000.0,3
9000,9000.0,6.62%,36,debt_consolidation,13.85,MA,RENT,4166.67,765-769,5.0,7853.0,0.0,1 year,6.62,765,50000.04,3
17600,17600.0,16.35%,36,debt_consolidation,17.35,PA,MORTGAGE,7500.0,665-669,16.0,14555.0,0.0,7 years,16.35,665,90000.0,0
10000,10000.0,12.68%,36,debt_consolidation,13.96,IL,RENT,2500.0,690-694,6.0,10481.0,1.0,< 1 year,12.68,690,30000.0,3
11200,11000.0,15.20%,60,home_improvement,16.47,VA,MORTGAGE,6750.0,675-679,15.0,19051.0,0.0,4 years,15.2,675,81000.0,0
13225,13225.0,15.31%,36,debt_consolidation,27.07,CA,RENT,5833.33,680-684,11.0,18569.0,1.0,10+ years,15.31,680,69999.96,3
4000,4000.0,11.14%,36,other,33.8,FL,MORTGAGE,3333.33,700-704,12.0,12922.0,0.0,4 years,11.14,700,39999.96,0
12000,11975.0,10.99%,36,credit_card,9.46,NC,MORTGAGE,12083.33,720-724,7.0,43299.0,2.0,3 years,10.99,720,144999.96,0
35000,35000.0,19.05%,36,debt_consolidation,21.12,CT,MORTGAGE,13750.0,735-739,38.0,99549.0,2.0,10+ years,19.05,735,165000.0,0
25000,17250.0,14.59%,36,debt_consolidation,24.64,FL,RENT,8750.0,705-709,11.0,20798.0,1.0,< 1 year,14.59,705,105000.0,3
9000,9000.0,6.03%,36,debt_consolidation,12.23,VA,MORTGAGE,5000.0,750-754,13.0,5224.0,0.0,7 years,6.03,750,60000.0,0
18225,18225.0,12.12%,36,debt_consolidation,20.87,MN,MORTGAGE,4850.0,700-704,7.0,37592.0,0.0,3 years,12.12,700,58200.0,0
4750,4750.0,14.72%,36,small_business,3.0,CO,OWN,866.67,660-664,6.0,740.0,0.0,n/a,14.72,660,10400.04,2
14400,14400.0,6.62%,36,home_improvement,6.71,FL,MORTGAGE,12500.0,770-774,6.0,1280.0,0.0,10+ years,6.62,770,150000.0,0
30000,30000.0,23.76%,60,debt_consolidation,14.25,WI,RENT,6928.13,660-664,6.0,28665.0,1.0,10+ years,23.76,660,83137.56,3
13475,13475.0,12.12%,36,credit_card,19.46,MA,MORTGAGE,2250.0,715-719,3.0,11674.0,0.0,< 1 year,12.12,715,27000.0,0
10000,10000.0,19.05%,36,other,17.95,SC,MORTGAGE,3750.0,675-679,10.0,7034.0,1.0,6 years,19.05,675,45000.0,0
12000,12000.0,6.62%,36,credit_card,9.46,CA,MORTGAGE,5833.33,740-744,9.0,12028.0,0.0,8 years,6.62,740,69999.96,0
6000,6000.0,16.89%,60,debt_consolidation,18.39,CA,RENT,3083.0,695-699,3.0,1181.0,0.0,3 years,16.89,695,36996.0,3
9500,6500.0,6.54%,36,credit_card,14.43,NH,MORTGAGE,7500.0,725-729,13.0,100233.0,0.0,10+ years,6.54,725,90000.0,0
12000,11875.0,10.38%,60,credit_card,16.98,FL,MORTGAGE,3791.67,780-784,10.0,59495.0,1.0,10+ years,10.38,780,45500.04,0
5000,5000.0,8.90%,36,credit_card,15.93,PA,MORTGAGE,6666.67,705-709,10.0,12307.0,0.0,7 years,8.9,705,80000.04,0
3600,3600.0,8.90%,36,debt_consolidation,3.27,NV,RENT,1558.33,745-749,4.0,1594.0,0.0,3 years,8.9,745,18699.96,3
27000,26993.89,14.27%,60,home_improvement,18.28,FL,OWN,4833.33,735-739,18.0,12588.0,1.0,7 years,14.27,735,57999.96,2
10000,10000.0,14.27%,36,debt_consolidation,10.97,IL,RENT,7500.0,665-669,6.0,7778.0,0.0,7 years,14.27,665,90000.0,3
5450,5450.0,13.11%,36,medical,25.91,AL,RENT,3500.0,670-674,9.0,7619.0,0.0,1 year,13.11,670,42000.0,3
16000,13613.86,15.28%,60,debt_consolidation,15.33,KY,MORTGAGE,3006.44,700-704,10.0,11011.0,0.0,10+ years,15.28,700,36077.28,0
9750,9750.0,17.27%,36,debt_consolidation,21.93,FL,RENT,2817.5,670-674,12.0,6324.0,1.0,1 year,17.27,670,33810.0,3
30000,30000.0,7.51%,36,major_purchase,1.08,NY,OWN,10416.67,785-789,6.0,740.0,0.0,5 years,7.51,785,125000.04,2
14000,13975.0,12.12%,36,other,3.25,NY,MORTGAGE,6250.0,705-709,14.0,7085.0,1.0,10+ years,12.12,705,75000.0,0
8500,8500.0,6.62%,36,debt_consolidation,4.9,CA,MORTGAGE,4166.67,740-744,8.0,7114.0,0.0,10+ years,6.62,740,50000.04,0
14400,14400.0,7.90%,36,wedding,17.89,FL,RENT,13100.0,745-749,11.0,14550.0,0.0,4 years,7.9,745,157200.0,3
8000,8000.0,7.14%,36,debt_consolidation,1.73,CA,RENT,3750.0,765-769,6.0,3381.0,0.0,< 1 year,7.14,765,45000.0,3
12000,12000.0,13.11%,36,debt_consolidation,6.46,NY,RENT,13166.67,680-684,8.0,8426.0,0.0,5 years,13.11,680,158000.04,3
10400,10350.0,13.11%,36,debt_consolidation,7.59,NY,OWN,6166.67,695-699,10.0,14193.0,0.0,7 years,13.11,695,74000.04,2
21000,21000.0,18.75%,60,home_improvement,11.31,NY,MORTGAGE,10250.0,695-699,12.0,38820.0,0.0,10+ years,18.75,695,123000.0,0
6000,5925.0,11.83%,36,debt_consolidation,3.44,CA,RENT,6333.33,705-709,13.0,7269.0,0.0,4 years,11.83,705,75999.96,3
10800,10800.0,13.67%,60,car,0.94,IL,RENT,7500.0,730-734,4.0,1577.0,0.0,< 1 year,13.67,730,90000.0,3
2100,2100.0,14.33%,36,major_purchase,3.5,LA,OWN,1000.0,690-694,13.0,893.0,1.0,< 1 year,14.33,690,12000.0,2
4000,4000.0,6.03%,36,other,15.13,FL,MORTGAGE,6583.33,770-774,6.0,63294.0,0.0,10+ years,6.03,770,78999.96,0
3500,3500.0,7.62%,36,debt_consolidation,20.93,CA,RENT,4333.33,725-729,9.0,11538.0,0.0,6 years,7.62,725,51999.96,3
24250,23811.24,12.53%,36,home_improvement,12.7,NY,OWN,18750.0,725-729,10.0,121563.0,1.0,10+ years,12.53,725,225000.0,2
19000,19000.0,14.33%,60,credit_card,16.06,IL,MORTGAGE,5000.0,715-719,8.0,20918.0,0.0,10+ years,14.33,715,60000.0,0
10500,10477.85,15.33%,36,credit_card,14.3,NY,RENT,3083.33,670-674,8.0,14726.0,0.0,10+ years,15.33,670,36999.96,3
2500,2500.0,18.49%,36,debt_consolidation,22.49,PA,MORTGAGE,3916.67,670-674,7.0,14892.0,2.0,6 years,18.49,670,47000.04,0
16000,16000.0,14.59%,36,debt_consolidation,9.47,CA,RENT,5416.67,690-694,9.0,15518.0,0.0,10+ years,14.59,690,65000.04,3
3000,1300.0,13.75%,36,debt_consolidation,19.3,FL,RENT,1000.0,665-669,12.0,2545.0,4.0,< 1 year,13.75,665,12000.0,3
10000,10000.0,5.42%,36,credit_card,10.41,GA,MORTGAGE,7500.0,780-784,11.0,11532.0,0.0,9 years,5.42,780,90000.0,0
7100,7100.0,14.09%,36,credit_card,19.22,OH,RENT,4166.67,685-689,13.0,6788.0,2.0,2 years,14.09,685,50000.04,3
12500,12425.0,9.32%,36,home_improvement,11.71,TX,MORTGAGE,4166.67,780-784,7.0,1052.0,0.0,2 years,9.32,780,50000.04,0
1700,1700.0,13.99%,36,car,20.67,NY,OWN,1200.0,675-679,10.0,7382.0,0.0,4 years,13.99,675,14400.0,2
4000,4000.0,11.14%,36,debt_consolidation,12.2,WA,MORTGAGE,6666.67,670-674,7.0,7153.0,0.0,5 years,11.14,670,80000.04,0
18225,18225.0,17.99%,36,debt_consolidation,23.35,VA,RENT,3083.33,675-679,6.0,17128.0,1.0,3 years,17.99,675,36999.96,3
30000,30000.0,16.29%,60,major_purchase,20.28,NY,RENT,13666.67,735-739,14.0,39059.0,1.0,1 year,16.29,735,164000.04,3
10000,10000.0,6.54%,36,home_improvement,17.05,FL,RENT,6916.67,730-734,6.0,10302.0,0.0,3 years,6.54,730,83000.04,3
6000,6000.0,7.90%,36,credit_card,2.51,GA,RENT,7500.0,720-724,5.0,6394.0,0.0,2 years,7.9,720,90000.0,3
6000,6000.0,12.12%,36,major_purchase,7.4,PA,MORTGAGE,5000.0,675-679,6.0,14045.0,0.0,2 years,12.12,675,60000.0,0
6000,6000.0,15.80%,36,debt_consolidation,19.56,WA,OWN,1666.67,675-679,7.0,5291.0,0.0,< 1 year,15.8,675,20000.04,2
7000,7000.0,17.77%,36,debt_consolidation,18.15,WV,RENT,4750.0,665-669,11.0,12307.0,1.0,< 1 year,17.77,665,57000.0,3
10000,10000.0,15.31%,36,credit_card,9.55,TX,OWN,4166.67,670-674,11.0,11551.0,0.0,4 years,15.31,670,50000.04,2
3250,3250.0,12.73%,36,debt_consolidation,21.44,FL,MORTGAGE,5000.0,675-679,12.0,20564.0,0.0,3 years,12.73,675,60000.0,0
30000,29950.0,19.72%,60,debt_consolidation,21.92,CT,RENT,10416.67,685-689,11.0,61661.0,1.0,7 years,19.72,685,125000.04,3
21000,21000.0,11.11%,36,small_business,16.53,NY,MORTGAGE,18750.0,700-704,13.0,120538.0,0.0,10+ years,11.11,700,225000.0,0
11000,11000.0,7.62%,36,debt_consolidation,12.35,NY,OWN,7666.67,735-739,6.0,12461.0,1.0,7 years,7.62,735,92000.04,2
5500,5400.0,7.14%,36,credit_card,19.86,MO,MORTGAGE,3916.67,750-754,15.0,10254.0,1.0,< 1 year,7.14,750,47000.04,0
15000,15000.0,7.90%,36,debt_consolidation,5.59,MO,RENT,2916.67,770-774,13.0,14290.0,1.0,9 years,7.9,770,35000.04,3
20000,17890.7,19.91%,60,debt_consolidation,17.49,CA,MORTGAGE,7916.67,670-674,17.0,39621.0,1.0,6 years,19.91,670,95000.04,0
7200,6250.0,8.07%,36,debt_consolidation,17.0,MA,MORTGAGE,5100.0,760-764,4.0,9366.0,4.0,10+ years,8.07,760,61200.0,0
4000,4000.0,18.64%,60,debt_consolidation,19.15,MN,RENT,4000.0,675-679,9.0,16543.0,2.0,6 years,18.64,675,48000.0,3
20000,20000.0,8.90%,36,debt_consolidation,11.01,MD,MORTGAGE,7083.33,730-734,13.0,28324.0,2.0,10+ years,8.9,730,84999.96,0
15000,15000.0,12.12%,36,credit_card,19.16,NJ,RENT,5000.0,705-709,18.0,13830.0,0.0,10+ years,12.12,705,60000.0,3
8000,7825.0,11.83%,36,credit_card,8.12,FL,RENT,5417.0,730-734,5.0,43799.0,2.0,1 year,11.83,730,65004.0,3
15000,14900.0,19.74%,60,credit_card,16.8,TX,MORTGAGE,5833.33,660-664,14.0,8587.0,2.0,3 years,19.74,660,69999.96,0
8000,8000.0,11.14%,36,debt_consolidation,11.59,CA,RENT,7000.0,685-689,7.0,4729.0,1.0,3 years,11.14,685,84000.0,3
20675,20675.0,14.33%,36,credit_card,23.12,NM,MORTGAGE,4333.33,710-714,12.0,8393.0,1.0,10+ years,14.33,710,51999.96,0
30000,30000.0,15.31%,60,credit_card,16.99,MN,MORTGAGE,8500.0,695-699,10.0,33770.0,0.0,6 years,15.31,695,102000.0,0
12000,11875.0,7.66%,36,debt_consolidation,13.31,NY,MORTGAGE,5416.67,740-744,8.0,9993.0,2.0,3 years,7.66,740,65000.04,0
5000,5000.0,9.99%,36,wedding,21.33,VA,RENT,5316.67,695-699,7.0,23818.0,0.0,7 years,9.99,695,63800.04,3
4750,4750.0,8.90%,36,home_improvement,0.56,PA,OWN,2833.33,760-764,2.0,767.0,0.0,9 years,8.9,760,33999.96,2
6500,6500.0,12.12%,36,credit_card,24.97,TX,OWN,3500.0,680-684,7.0,6948.0,0.0,1 year,12.12,680,42000.0,2
21600,20550.0,10.59%,36,major_purchase,9.4,CA,MORTGAGE,9000.0,720-724,16.0,43362.0,0.0,10+ years,10.59,720,108000.0,0
1900,1900.0,12.84%,36,home_improvement,23.29,UT,MORTGAGE,2860.0,670-674,9.0,24209.0,2.0,< 1 year,12.84,670,34320.0,0
6000,6000.0,7.90%,36,house,6.68,NY,RENT,10416.67,710-714,9.0,20592.0,0.0,10+ years,7.9,710,125000.04,3
8500,8500.0,7.62%,36,credit_card,13.67,FL,RENT,4333.33,720-724,11.0,15284.0,0.0,4 years,7.62,720,51999.96,3
9250,9250.0,12.12%,36,debt_consolidation,29.46,TX,MORTGAGE,3333.33,685-689,10.0,5440.0,0.0,10+ years,12.12,685,39999.96,0
1875,1875.0,13.49%,36,credit_card,18.83,NY,RENT,1200.0,675-679,8.0,5342.0,2.0,1 year,13.49,675,14400.0,3
2500,2450.0,12.61%,36,educational,3.78,MD,MORTGAGE,1930.75,675-679,4.0,1548.0,3.0,2 years,12.61,675,23169.0,0
10000,10000.0,13.47%,36,car,5.59,TX,RENT,4583.0,690-694,6.0,2432.0,1.0,4 years,13.47,690,54996.0,3
25000,25000.0,15.23%,60,debt_consolidation,17.97,KS,MORTGAGE,8917.0,730-734,10.0,22566.0,1.0,10+ years,15.23,730,107004.0,0
5000,5000.0,13.99%,60,debt_consolidation,11.29,NC,MORTGAGE,3083.0,710-714,5.0,1073.0,2.0,2 years,13.99,710,36996.0,0
6000,5996.63,13.61%,60,major_purchase,20.85,CA,MORTGAGE,2700.0,695-699,10.0,10932.0,2.0,2 years,13.61,695,32400.0,0
10000,10000.0,14.22%,36,debt_consolidation,12.24,NJ,RENT,2541.67,680-684,4.0,13667.0,0.0,8 years,14.22,680,30500.04,3
5375,5325.0,6.62%,36,debt_consolidation,20.93,NV,RENT,3000.0,730-734,7.0,5640.0,0.0,3 years,6.62,730,36000.0,3
19000,18898.03,16.32%,60,debt_consolidation,22.41,NY,RENT,4333.33,700-704,5.0,23016.0,1.0,2 years,16.32,700,51999.96,3
5500,5500.0,11.89%,36,credit_card,17.94,MA,RENT,3583.33,695-699,8.0,5668.0,3.0,1 year,11.89,695,42999.96,3
10000,10000.0,10.74%,36,debt_consolidation,18.15,CA,RENT,5833.33,700-704,10.0,16894.0,0.0,4 years,10.74,700,69999.96,3
8800,8800.0,13.11%,60,major_purchase,2.88,AZ,MORTGAGE,2500.0,740-744,3.0,607.0,0.0,2 years,13.11,740,30000.0,0
9500,9475.0,15.95%,60,credit_card,24.88,CA,RENT,6000.0,705-709,6.0,14621.0,2.0,10+ years,15.95,705,72000.0,3
12000,9294.21,5.79%,36,debt_consolidation,9.49,VA,MORTGAGE,6700.0,765-769,20.0,11686.0,0.0,5 years,5.79,765,80400.0,0
16500,16500.0,11.71%,36,credit_card,11.05,CT,MORTGAGE,7250.0,725-729,8.0,17247.0,2.0,10+ years,11.71,725,87000.0,0
25000,24875.0,11.71%,60,debt_consolidation,13.42,IL,MORTGAGE,6250.0,755-759,5.0,18591.0,0.0,10+ years,11.71,755,75000.0,0
24000,24000.0,12.12%,36,debt_consolidation,16.24,NJ,RENT,4500.0,700-704,8.0,29098.0,1.0,10+ years,12.12,700,54000.0,3
7000,6875.0,10.36%,36,major_purchase,13.94,CA,RENT,5000.0,690-694,5.0,1364.0,2.0,10+ years,10.36,690,60000.0,3
1200,1200.0,18.25%,36,other,24.12,OH,RENT,1700.0,660-664,2.0,0.0,3.0,4 years,18.25,660,20400.0,3
24175,24175.0,13.11%,36,home_improvement,7.66,GA,RENT,6250.0,710-714,8.0,4681.0,1.0,10+ years,13.11,710,75000.0,3
2800,2800.0,7.90%,36,credit_card,17.16,MA,RENT,3583.33,720-724,12.0,5182.0,0.0,2 years,7.9,720,42999.96,3
4000,4000.0,11.71%,60,car,13.17,PA,RENT,3500.0,705-709,6.0,5915.0,0.0,3 years,11.71,705,42000.0,3
10000,10000.0,12.12%,36,debt_consolidation,10.88,CT,MORTGAGE,7500.0,665-669,6.0,24924.0,0.0,10+ years,12.12,665,90000.0,0
7125,7125.0,10.16%,36,debt_consolidation,4.95,MA,RENT,2946.67,710-714,6.0,5015.0,1.0,6 years,10.16,710,35360.04,3
10000,9325.0,8.32%,36,other,6.25,FL,MORTGAGE,6666.67,750-754,10.0,3248.0,0.0,< 1 year,8.32,750,80000.04,0
10000,10000.0,13.11%,36,credit_card,5.3,CA,RENT,6250.0,695-699,5.0,9620.0,1.0,2 years,13.11,695,75000.0,3
4400,4398.89,15.31%,36,debt_consolidation,21.51,NC,RENT,4625.0,670-674,8.0,5707.0,1.0,6 years,15.31,670,55500.0,3
10000,10000.0,12.12%,36,debt_consolidation,11.52,CA,RENT,4166.67,710-714,7.0,9817.0,1.0,4 years,12.12,710,50000.04,3
9450,9450.0,12.12%,36,credit_card,33.62,FL,RENT,2750.0,700-704,17.0,14246.0,0.0,6 years,12.12,700,33000.0,3
3500,3500.0,7.62%,36,other,1.83,IL,MORTGAGE,7500.0,765-769,4.0,6944.0,0.0,9 years,7.62,765,90000.0,0
24000,24000.0,12.69%,60,home_improvement,21.59,FL,MORTGAGE,10000.0,725-729,17.0,42996.0,0.0,5 years,12.69,725,120000.0,0
11750,11750.0,10.99%,36,debt_consolidation,10.3,NC,RENT,4583.33,700-704,6.0,5613.0,0.0,3 years,10.99,700,54999.96,3
30000,24800.0,10.16%,36,home_improvement,2.21,NY,MORTGAGE,9583.33,765-769,7.0,4454.0,3.0,10+ years,10.16,765,114999.96,0
