,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,IR_TF,Intercept
848,7000,7000.0,7.9,36,medical,20.96,TX,OWN,2300.0,765,4.0,0.0,0.0,10+ years,0.0,1
849,20000,19900.0,10.62,36,debt_consolidation,12.58,AL,MORTGAGE,2416.67,760,5.0,6011.0,0.0,1 year,0.0,1
850,5000,4500.0,11.03,36,major_purchase,0.47,PA,RENT,3166.67,680,5.0,4254.0,5.0,< 1 year,0.0,1
851,17625,17600.0,13.11,36,credit_card,14.88,OH,RENT,3333.33,675,6.0,20266.0,0.0,2 years,1.0,1
852,7150,7150.0,13.11,36,debt_consolidation,12.33,IL,RENT,3666.67,685,11.0,10561.0,1.0,< 1 year,1.0,1
853,25000,24775.0,10.36,36,debt_consolidation,0.94,HI,RENT,8533.33,720,9.0,28038.0,0.0,10+ years,0.0,1
854,15000,15000.0,14.33,36,debt_consolidation,33.42,AZ,RENT,4500.0,675,20.0,13369.0,0.0,< 1 year,1.0,1
855,9000,9000.0,6.62,36,debt_consolidation,13.85,MA,RENT,4166.67,765,5.0,7853.0,0.0,1 year,0.0,1
856,17600,17600.0,16.35,36,debt_consolidation,17.35,PA,MORTGAGE,7500.0,665,16.0,14555.0,0.0,7 years,1.0,1
857,10000,10000.0,12.68,36,debt_consolidation,13.96,IL,RENT,2500.0,690,6.0,10481.0,1.0,< 1 year,1.0,1
858,11200,11000.0,15.2,60,home_improvement,16.47,VA,MORTGAGE,6750.0,675,15.0,19051.0,0.0,4 years,1.0,1
859,13225,13225.0,15.31,36,debt_consolidation,27.07,CA,RENT,5833.33,680,11.0,18569.0,1.0,10+ years,1.0,1
860,4000,4000.0,11.14,36,other,33.8,FL,MORTGAGE,3333.33,700,12.0,12922.0,0.0,4 years,0.0,1
861,12000,11975.0,10.99,36,credit_card,9.46,NC,MORTGAGE,12083.33,720,7.0,43299.0,2.0,3 years,0.0,1
862,35000,35000.0,19.05,36,debt_consolidation,21.12,CT,MORTGAGE,13750.0,735,38.0,99549.0,2.0,10+ years,1.0,1
863,25000,17250.0,14.59,36,debt_consolidation,24.64,FL,RENT,8750.0,705,11.0,20798.0,1.0,< 1 year,1.0,1
864,9000,9000.0,6.03,36,debt_consolidation,12.23,VA,MORTGAGE,5000.0,750,13.0,5224.0,0.0,7 years,0.0,1
865,18225,18225.0,12.12,36,debt_consolidation,20.87,MN,MORTGAGE,4850.0,700,7.0,37592.0,0.0,3 years,1.0,1
866,4750,4750.0,14.72,36,small_business,3.0,CO,OWN,866.67,660,6.0,740.0,0.0,n/a,1.0,1
867,14400,14400.0,6.62,36,home_improvement,6.71,FL,MORTGAGE,12500.0,770,6.0,1280.0,0.0,10+ years,0.0,1
868,30000,30000.0,23.76,60,debt_consolidation,14.25,WI,RENT,6928.13,660,6.0,28665.0,1.0,10+ years,1.0,1
869,13475,13475.0,12.12,36,credit_card,19.46,MA,MORTGAGE,2250.0,715,3.0,11674.0,0.0,< 1 year,1.0,1
870,10000,10000.0,19.05,36,other,17.95,SC,MORTGAGE,3750.0,675,10.0,7034.0,1.0,6 years,1.0,1
871,12000,12000.0,6.62,36,credit_card,9.46,CA,MORTGAGE,5833.33,740,9.0,12028.0,0.0,8 years,0.0,1
872,6000,6000.0,16.89,60,debt_consolidation,18.39,CA,RENT,3083.0,695,3.0,1181.0,0.0,3 years,1.0,1
873,9500,6500.0,6.54,36,credit_card,14.43,NH,MORTGAGE,7500.0,725,13.0,100233.0,0.0,10+ years,0.0,1
874,12000,11875.0,10.38,60,credit_card,16.98,FL,MORTGAGE,3791.67,780,10.0,59495.0,1.0,10+ years,0.0,1
875,5000,5000.0,8.9,36,credit_card,15.93,PA,MORTGAGE,6666.67,705,10.0,12307.0,0.0,7 years,0.0,1
876,3600,3600.0,8.9,36,debt_consolidation,3.27,NV,RENT,1558.33,745,4.0,1594.0,0.0,3 years,0.0,1
877,27000,26993.89,14.27,60,home_improvement,18.28,FL,OWN,4833.33,735,18.0,12588.0,1.0,7 years,1.0,1
878,10000,10000.0,14.27,36,debt_consolidation,10.97,IL,RENT,7500.0,665,6.0,7778.0,0.0,7 years,1.0,1
879,5450,5450.0,13.11,36,medical,25.91,AL,RENT,3500.0,670,9.0,7619.0,0.0,1 year,1.0,1
880,16000,13613.86,15.28,60,debt_consolidation,15.33,KY,MORTGAGE,3006.44,700,10.0,11011.0,0.0,10+ years,1.0,1
881,9750,9750.0,17.27,36,debt_consolidation,21.93,FL,RENT,2817.5,670,12.0,6324.0,1.0,1 year,1.0,1
882,30000,30000.0,7.51,36,major_purchase,1.08,NY,OWN,10416.67,785,6.0,740.0,0.0,5 years,0.0,1
883,14000,13975.0,12.12,36,other,3.25,NY,MORTGAGE,6250.0,705,14.0,7085.0,1.0,10+ years,1.0,1
884,8500,8500.0,6.62,36,debt_consolidation,4.9,CA,MORTGAGE,4166.67,740,8.0,7114.0,0.0,10+ years,0.0,1
885,14400,14400.0,7.9,36,wedding,17.89,FL,RENT,13100.0,745,11.0,14550.0,0.0,4 years,0.0,1
886,8000,8000.0,7.14,36,debt_consolidation,1.73,CA,RENT,3750.0,765,6.0,3381.0,0.0,< 1 year,0.0,1
887,12000,12000.0,13.11,36,debt_consolidation,6.46,NY,RENT,13166.67,680,8.0,8426.0,0.0,5 years,1.0,1
888,10400,10350.0,13.11,36,debt_consolidation,7.59,NY,OWN,6166.67,695,10.0,14193.0,0.0,7 years,1.0,1
889,21000,21000.0,18.75,60,home_improvement,11.31,NY,MORTGAGE,10250.0,695,12.0,38820.0,0.0,10+ years,1.0,1
890,6000,5925.0,11.83,36,debt_consolidation,3.44,CA,RENT,6333.33,705,13.0,7269.0,0.0,4 years,0.0,1
891,10800,10800.0,13.67,60,car,0.94,IL,RENT,7500.0,730,4.0,1577.0,0.0,< 1 year,1.0,1
892,2100,2100.0,14.33,36,major_purchase,3.5,LA,OWN,1000.0,690,13.0,893.0,1.0,< 1 year,1.0,1
893,4000,4000.0,6.03,36,other,15.13,FL,MORTGAGE,6583.33,770,6.0,63294.0,0.0,10+ years,0.0,1
894,3500,3500.0,7.62,36,debt_consolidation,20.93,CA,RENT,4333.33,725,9.0,11538.0,0.0,6 years,0.0,1
895,24250,23811.24,12.53,36,home_improvement,12.7,NY,OWN,18750.0,725,10.0,121563.0,1.0,10+ years,1.0,1
896,19000,19000.0,14.33,60,credit_card,16.06,IL,MORTGAGE,5000.0,715,8.0,20918.0,0.0,10+ years,1.0,1
897,10500,10477.85,15.33,36,credit_card,14.3,NY,RENT,3083.33,670,8.0,14726.0,0.0,10+ years,1.0,1
898,2500,2500.0,18.49,36,debt_consolidation,22.49,PA,MORTGAGE,3916.67,670,7.0,14892.0,2.0,6 years,1.0,1
899,16000,16000.0,14.59,36,debt_consolidation,9.47,CA,RENT,5416.67,690,9.0,15518.0,0.0,10+ years,1.0,1
900,3000,1300.0,13.75,36,debt_consolidation,19.3,FL,RENT,1000.0,665,12.0,2545.0,4.0,< 1 year,1.0,1
901,10000,10000.0,5.42,36,credit_card,10.41,GA,MORTGAGE,7500.0,780,11.0,11532.0,0.0,9 years,0.0,1
902,7100,7100.0,14.09,36,credit_card,19.22,OH,RENT,4166.67,685,13.0,6788.0,2.0,2 years,1.0,1
903,12500,12425.0,9.32,36,home_improvement,11.71,TX,MORTGAGE,4166.67,780,7.0,1052.0,0.0,2 years,0.0,1
904,1700,1700.0,13.99,36,car,20.67,NY,OWN,1200.0,675,10.0,7382.0,0.0,4 years,1.0,1
905,4000,4000.0,11.14,36,debt_consolidation,12.2,WA,MORTGAGE,6666.67,670,7.0,7153.0,0.0,5 years,0.0,1
906,18225,18225.0,17.99,36,debt_consolidation,23.35,VA,RENT,3083.33,675,6.0,17128.0,1.0,3 years,1.0,1
907,30000,30000.0,16.29,60,major_purchase,20.28,NY,RENT,13666.67,735,14.0,39059.0,1.0,1 year,1.0,1
908,10000,10000.0,6.54,36,home_improvement,17.05,FL,RENT,6916.67,730,6.0,10302.0,0.0,3 years,0.0,1
909,6000,6000.0,7.9,36,credit_card,2.51,GA,RENT,7500.0,720,5.0,6394.0,0.0,2 years,0.0,1
910,6000,6000.0,12.12,36,major_purchase,7.4,PA,MORTGAGE,5000.0,675,6.0,14045.0,0.0,2 years,1.0,1
911,6000,6000.0,15.8,36,debt_consolidation,19.56,WA,OWN,1666.67,675,7.0,5291.0,0.0,< 1 year,1.0,1
912,7000,7000.0,17.77,36,debt_consolidation,18.15,WV,RENT,4750.0,665,11.0,12307.0,1.0,< 1 year,1.0,1
913,10000,10000.0,15.31,36,credit_card,9.55,TX,OWN,4166.67,670,11.0,11551.0,0.0,4 years,1.0,1
914,3250,3250.0,12.73,36,debt_consolidation,21.44,FL,MORTGAGE,5000.0,675,12.0,20564.0,0.0,3 years,1.0,1
915,30000,29950.0,19.72,60,debt_consolidation,21.92,CT,RENT,10416.67,685,11.0,61661.0,1.0,7 years,1.0,1
916,21000,21000.0,11.11,36,small_business,16.53,NY,MORTGAGE,18750.0,700,13.0,120538.0,0.0,10+ years,0.0,1
917,11000,11000.0,7.62,36,debt_consolidation,12.35,NY,OWN,7666.67,735,6.0,12461.0,1.0,7 years,0.0,1
918,5500,5400.0,7.14,36,credit_card,19.86,MO,MORTGAGE,3916.67,750,15.0,10254.0,1.0,< 1 year,0.0,1
919,15000,15000.0,7.9,36,debt_consolidation,5.59,MO,RENT,2916.67,770,13.0,14290.0,1.0,9 years,0.0,1
920,20000,17890.7,19.91,60,debt_consolidation,17.49,CA,MORTGAGE,7916.67,670,17.0,39621.0,1.0,6 years,1.0,1
921,7200,6250.0,8.07,36,debt_consolidation,17.0,MA,MORTGAGE,5100.0,760,4.0,9366.0,4.0,10+ years,0.0,1
922,4000,4000.0,18.64,60,debt_consolidation,19.15,MN,RENT,4000.0,675,9.0,16543.0,2.0,6 years,1.0,1
923,20000,20000.0,8.9,36,debt_consolidation,11.01,MD,MORTGAGE,7083.33,730,13.0,28324.0,2.0,10+ years,0.0,1
924,15000,15000.0,12.12,36,credit_card,19.16,NJ,RENT,5000.0,705,18.0,13830.0,0.0,10+ years,1.0,1
925,8000,7825.0,11.83,36,credit_card,8.12,FL,RENT,5417.0,730,5.0,43799.0,2.0,1 year,0.0,1
926,15000,14900.0,19.74,60,credit_card,16.8,TX,MORTGAGE,5833.33,660,14.0,8587.0,2.0,3 years,1.0,1
927,8000,8000.0,11.14,36,debt_consolidation,11.59,CA,RENT,7000.0,685,7.0,4729.0,1.0,3 years,0.0,1
928,20675,20675.0,14.33,36,credit_card,23.12,NM,MORTGAGE,4333.33,710,12.0,8393.0,1.0,10+ years,1.0,1
929,30000,30000.0,15.31,60,credit_card,16.99,MN,MORTGAGE,8500.0,695,10.0,33770.0,0.0,6 years,1.0,1
930,12000,11875.0,7.66,36,debt_consolidation,13.31,NY,MORTGAGE,5416.67,740,8.0,9993.0,2.0,3 years,0.0,1
931,5000,5000.0,9.99,36,wedding,21.33,VA,RENT,5316.67,695,7.0,23818.0,0.0,7 years,0.0,1
932,4750,4750.0,8.9,36,home_improvement,0.56,PA,OWN,2833.33,760,2.0,767.0,0.0,9 years,0.0,1
933,6500,6500.0,12.12,36,credit_card,24.97,TX,OWN,3500.0,680,7.0,6948.0,0.0,1 year,1.0,1
934,21600,20550.0,10.59,36,major_purchase,9.4,CA,MORTGAGE,9000.0,720,16.0,43362.0,0.0,10+ years,0.0,1
935,1900,1900.0,12.84,36,home_improvement,23.29,UT,MORTGAGE,2860.0,670,9.0,24209.0,2.0,< 1 year,1.0,1
936,6000,6000.0,7.9,36,house,6.68,NY,RENT,10416.67,710,9.0,20592.0,0.0,10+ years,0.0,1
937,8500,8500.0,7.62,36,credit_card,13.67,FL,RENT,4333.33,720,11.0,15284.0,0.0,4 years,0.0,1
938,9250,9250.0,12.12,36,debt_consolidation,29.46,TX,MORTGAGE,3333.33,685,10.0,5440.0,0.0,10+ years,1.0,1
939,1875,1875.0,13.49,36,credit_card,18.83,NY,RENT,1200.0,675,8.0,5342.0,2.0,1 year,1.0,1
940,2500,2450.0,12.61,36,educational,3.78,MD,MORTGAGE,1930.75,675,4.0,1548.0,3.0,2 years,1.0,1
941,10000,10000.0,13.47,36,car,5.59,TX,RENT,4583.0,690,6.0,2432.0,1.0,4 years,1.0,1
942,25000,25000.0,15.23,60,debt_consolidation,17.97,KS,MORTGAGE,8917.0,730,10.0,22566.0,1.0,10+ years,1.0,1
943,5000,5000.0,13.99,60,debt_consolidation,11.29,NC,MORTGAGE,3083.0,710,5.0,1073.0,2.0,2 years,1.0,1
944,6000,5996.63,13.61,60,major_purchase,20.85,CA,MORTGAGE,2700.0,695,10.0,10932.0,2.0,2 years,1.0,1
945,10000,10000.0,14.22,36,debt_consolidation,12.24,NJ,RENT,2541.67,680,4.0,13667.0,0.0,8 years,1.0,1
946,5375,5325.0,6.62,36,debt_consolidation,20.93,NV,RENT,3000.0,730,7.0,5640.0,0.0,3 years,0.0,1
947,19000,18898.03,16.32,60,debt_consolidation,22.41,NY,RENT,4333.33,700,5.0,23016.0,1.0,2 years,1.0,1
948,5500,5500.0,11.89,36,credit_card,17.94,MA,RENT,3583.33,695,8.0,5668.0,3.0,1 year,0.0,1
949,10000,10000.0,10.74,36,debt_consolidation,18.15,CA,RENT,5833.33,700,10.0,16894.0,0.0,4 years,0.0,1
950,8800,8800.0,13.11,60,major_purchase,2.88,AZ,MORTGAGE,2500.0,740,3.0,607.0,0.0,2 years,1.0,1
951,9500,9475.0,15.95,60,credit_card,24.88,CA,RENT,6000.0,705,6.0,14621.0,2.0,10+ years,1.0,1
952,12000,9294.21,5.79,36,debt_consolidation,9.49,VA,MORTGAGE,6700.0,765,20.0,11686.0,0.0,5 years,0.0,1
953,16500,16500.0,11.71,36,credit_card,11.05,CT,MORTGAGE,7250.0,725,8.0,17247.0,2.0,10+ years,0.0,1
954,25000,24875.0,11.71,60,debt_consolidation,13.42,IL,MORTGAGE,6250.0,755,5.0,18591.0,0.0,10+ years,0.0,1
955,24000,24000.0,12.12,36,debt_consolidation,16.24,NJ,RENT,4500.0,700,8.0,29098.0,1.0,10+ years,1.0,1
956,7000,6875.0,10.36,36,major_purchase,13.94,CA,RENT,5000.0,690,5.0,1364.0,2.0,10+ years,0.0,1
957,1200,1200.0,18.25,36,other,24.12,OH,RENT,1700.0,660,2.0,0.0,3.0,4 years,1.0,1
958,24175,24175.0,13.11,36,home_improvement,7.66,GA,RENT,6250.0,710,8.0,4681.0,1.0,10+ years,1.0,1
959,2800,2800.0,7.9,36,credit_card,17.16,MA,RENT,3583.33,720,12.0,5182.0,0.0,2 years,0.0,1
960,4000,4000.0,11.71,60,car,13.17,PA,RENT,3500.0,705,6.0,5915.0,0.0,3 years,0.0,1
961,10000,10000.0,12.12,36,debt_consolidation,10.88,CT,MORTGAGE,7500.0,665,6.0,24924.0,0.0,10+ years,1.0,1
962,7125,7125.0,10.16,36,debt_consolidation,4.95,MA,RENT,2946.67,710,6.0,5015.0,1.0,6 years,0.0,1
963,10000,9325.0,8.32,36,other,6.25,FL,MORTGAGE,6666.67,750,10.0,3248.0,0.0,< 1 year,0.0,1
964,10000,10000.0,13.11,36,credit_card,5.3,CA,RENT,6250.0,695,5.0,9620.0,1.0,2 years,1.0,1
965,4400,4398.89,15.31,36,debt_consolidation,21.51,NC,RENT,4625.0,670,8.0,5707.0,1.0,6 years,1.0,1
966,10000,10000.0,12.12,36,debt_consolidation,11.52,CA,RENT,4166.67,710,7.0,9817.0,1.0,4 years,1.0,1
967,9450,9450.0,12.12,36,credit_card,33.62,FL,RENT,2750.0,700,17.0,14246.0,0.0,6 years,1.0,1
968,3500,3500.0,7.62,36,other,1.83,IL,MORTGAGE,7500.0,765,4.0,6944.0,0.0,9 years,0.0,1
969,24000,24000.0,12.69,60,home_improvement,21.59,FL,MORTGAGE,10000.0,725,17.0,42996.0,0.0,5 years,1.0,1
970,11750,11750.0,10.99,36,debt_consolidation,10.3,NC,RENT,4583.33,700,6.0,5613.0,0.0,3 years,0.0,1
971,30000,24800.0,10.16,36,home_improvement,2.21,NY,MORTGAGE,9583.33,765,7.0,4454.0,3.0,10+ years,0.0,1
972,12000,12000.0,18.75,36,debt_consolidation,27.32,GA,MORTGAGE,13333.33,665,18.0,62069.0,0.0,5 years,1.0,1
973,13000,13000.0,14.09,36,debt_consolidation,17.99,PA,MORTGAGE,7916.67,695,14.0,10723.0,3.0,8 years,1.0,1
974,5000,5000.0,13.48,36,educational,11.21,FL,RENT,3800.0,710,4.0,1575.0,4.0,3 years,1.0,1
975,15000,15000.0,14.33,36,debt_consolidation,16.15,CA,RENT,9166.67,700,15.0,24563.0,1.0,< 1 year,1.0,1
976,16000,15975.0,13.43,60,major_purchase,6.8,CA,MORTGAGE,5000.0,745,10.0,1132.0,2.0,< 1 year,1.0,1
977,12000,11975.0,15.23,60,home_improvement,13.91,NV,MORTGAGE,7083.33,705,7.0,3923.0,2.0,7 years,1.0,1
978,10050,10050.0,14.33,36,debt_consolidation,7.97,NV,OTHER,7266.67,675,8.0,24281.0,0.0,2 years,1.0,1
979,35000,25850.0,15.23,60,major_purchase,22.74,IL,MORTGAGE,10000.0,760,13.0,13651.0,1.0,10+ years,1.0,1
980,30000,30000.0,22.95,60,debt_consolidation,30.56,HI,RENT,7500.0,685,12.0,29756.0,0.0,10+ years,1.0,1
981,24250,24175.0,12.18,36,debt_consolidation,21.9,NY,OWN,5000.0,740,15.0,100842.0,1.0,< 1 year,1.0,1
982,16000,16000.0,6.03,36,credit_card,6.07,NJ,RENT,12916.67,790,8.0,26635.0,1.0,10+ years,0.0,1
983,9000,8996.01,15.05,36,debt_consolidation,23.75,CA,RENT,5166.67,675,7.0,15149.0,1.0,1 year,1.0,1
984,17000,16750.0,11.12,60,car,17.91,MD,MORTGAGE,8500.0,750,9.0,10324.0,3.0,5 years,0.0,1
985,5400,200.0,7.75,36,educational,3.0,GA,RENT,666.67,760,4.0,1321.0,0.0,< 1 year,0.0,1
986,12000,12000.0,12.12,36,debt_consolidation,26.96,CA,RENT,3833.33,690,15.0,6038.0,0.0,4 years,1.0,1
987,2000,2000.0,17.27,36,debt_consolidation,8.64,CA,RENT,1666.67,670,5.0,4595.0,2.0,n/a,1.0,1
988,24000,24000.0,12.69,36,other,19.53,MN,RENT,4583.33,710,5.0,21377.0,0.0,5 years,1.0,1
989,16800,16800.0,22.47,60,debt_consolidation,13.55,OH,MORTGAGE,4000.0,660,12.0,12179.0,1.0,10+ years,1.0,1
990,3000,3000.0,17.27,36,credit_card,22.87,NY,RENT,2750.0,660,9.0,7648.0,3.0,4 years,1.0,1
991,3500,3500.0,12.69,36,major_purchase,5.36,NC,MORTGAGE,7083.0,665,6.0,11616.0,0.0,10+ years,1.0,1
992,4000,3910.45,7.66,36,home_improvement,20.92,NY,MORTGAGE,3600.0,725,4.0,594.0,0.0,10+ years,0.0,1
993,16000,15975.0,16.29,36,debt_consolidation,32.91,OH,OWN,3333.33,695,10.0,24134.0,1.0,2 years,1.0,1
994,8800,8800.0,18.25,60,debt_consolidation,13.89,KY,RENT,2916.67,685,5.0,7794.0,2.0,2 years,1.0,1
995,19725,19725.0,7.9,36,debt_consolidation,6.46,CA,MORTGAGE,6916.67,755,9.0,16173.0,3.0,7 years,0.0,1
996,19750,19725.0,15.96,36,debt_consolidation,24.14,VA,MORTGAGE,5166.67,680,12.0,33368.0,2.0,10+ years,1.0,1
997,19750,19725.0,20.77,60,debt_consolidation,14.85,KS,RENT,4000.0,670,4.0,1948.0,1.0,3 years,1.0,1
998,10000,10000.0,16.32,36,home_improvement,1.69,MA,MORTGAGE,10000.0,695,3.0,5624.0,0.0,10+ years,1.0,1
999,5000,0.0,8.63,36,debt_consolidation,1.92,NJ,RENT,2600.0,730,13.0,814.0,0.0,8 years,0.0,1
1000,9600,9600.0,6.62,36,debt_consolidation,3.82,SC,RENT,4333.33,760,7.0,1039.0,1.0,3 years,0.0,1
1001,30000,29975.0,21.49,60,debt_consolidation,15.32,NJ,MORTGAGE,12500.0,705,12.0,24124.0,2.0,10+ years,1.0,1
1002,7000,7000.0,12.42,36,credit_card,15.11,CA,RENT,7083.33,685,15.0,16049.0,2.0,10+ years,1.0,1
1003,8400,8400.0,10.74,36,debt_consolidation,7.82,LA,RENT,2083.33,720,7.0,4282.0,1.0,9 years,0.0,1
1004,5600,5600.0,14.33,36,debt_consolidation,25.29,OH,RENT,3333.33,675,8.0,17471.0,1.0,4 years,1.0,1
1005,20000,13175.0,7.88,60,car,12.51,GA,MORTGAGE,19583.0,790,9.0,5213.0,0.0,4 years,0.0,1
1006,15000,15000.0,12.12,36,vacation,3.41,NY,RENT,3166.67,720,5.0,3338.0,0.0,3 years,1.0,1
1007,17500,17500.0,13.23,60,debt_consolidation,23.03,MD,RENT,3500.0,735,6.0,17734.0,0.0,< 1 year,1.0,1
1008,32400,32400.0,12.12,60,home_improvement,1.28,CA,MORTGAGE,8750.0,790,4.0,7.0,0.0,5 years,1.0,1
1009,12000,11975.0,12.12,36,debt_consolidation,10.84,NJ,RENT,7083.33,685,11.0,20601.0,0.0,4 years,1.0,1
1010,10000,9875.0,14.09,36,other,16.4,TX,RENT,2250.0,680,3.0,13398.0,4.0,10+ years,1.0,1
1011,12300,12275.0,7.88,36,debt_consolidation,22.14,OH,MORTGAGE,4738.67,745,18.0,10666.0,2.0,5 years,0.0,1
1012,15000,15000.0,11.14,36,credit_card,15.51,GA,MORTGAGE,8750.0,690,9.0,15207.0,0.0,10+ years,0.0,1
1013,5000,4446.5,11.97,36,debt_consolidation,20.76,IL,RENT,2500.0,685,14.0,14536.0,4.0,3 years,0.0,1
1014,20000,20000.0,13.11,36,credit_card,14.87,NY,RENT,14166.67,695,17.0,34115.0,0.0,3 years,1.0,1
1015,21725,21725.0,16.29,36,credit_card,29.11,FL,MORTGAGE,9166.67,695,15.0,68397.0,2.0,10+ years,1.0,1
1016,5000,5000.0,10.0,60,car,9.28,FL,RENT,4000.0,735,6.0,3448.0,0.0,< 1 year,0.0,1
1017,10300,10300.0,8.9,36,debt_consolidation,33.37,GA,MORTGAGE,2583.33,715,19.0,12475.0,0.0,7 years,0.0,1
1018,14400,14400.0,20.49,36,debt_consolidation,18.84,MO,MORTGAGE,4166.67,660,7.0,10042.0,3.0,9 years,1.0,1
1019,15000,15000.0,16.49,36,credit_card,14.92,MA,RENT,6294.25,680,11.0,20270.0,1.0,3 years,1.0,1
1020,35000,35000.0,19.72,60,credit_card,22.38,IL,MORTGAGE,13333.33,690,12.0,46937.0,0.0,3 years,1.0,1
1021,7000,7000.0,15.8,36,debt_consolidation,11.53,FL,MORTGAGE,3166.67,675,11.0,6658.0,2.0,3 years,1.0,1
1022,12500,12500.0,15.96,60,debt_consolidation,13.87,PA,RENT,5300.0,695,7.0,11439.0,3.0,5 years,1.0,1
1023,18000,18000.0,12.12,36,debt_consolidation,10.08,CA,RENT,6666.67,705,13.0,17773.0,0.0,7 years,1.0,1
1024,6000,6000.0,11.89,36,debt_consolidation,9.77,CA,RENT,4166.67,695,13.0,15377.0,1.0,10+ years,0.0,1
1025,16000,16000.0,8.9,36,credit_card,14.85,CA,RENT,5750.0,725,7.0,14431.0,0.0,6 years,0.0,1
1026,35000,34950.0,23.28,60,debt_consolidation,15.95,OR,MORTGAGE,8333.33,675,8.0,11229.0,1.0,10+ years,1.0,1
1027,10000,10000.0,6.62,36,home_improvement,3.16,NY,RENT,13166.67,735,13.0,5643.0,0.0,2 years,0.0,1
1028,21000,21000.0,24.7,60,credit_card,25.87,AK,RENT,9166.67,675,25.0,17811.0,1.0,5 years,1.0,1
1029,8000,8000.0,12.12,36,home_improvement,7.9,NJ,MORTGAGE,4166.67,705,6.0,7419.0,1.0,n/a,1.0,1
1030,33600,32058.53,20.3,60,debt_consolidation,13.56,GA,MORTGAGE,20000.0,695,12.0,17285.0,0.0,2 years,1.0,1
1031,11050,10878.55,14.74,36,debt_consolidation,15.47,CA,RENT,5250.0,675,12.0,27780.0,1.0,< 1 year,1.0,1
1032,16000,16000.0,15.31,36,debt_consolidation,19.0,CA,MORTGAGE,7666.67,695,16.0,43692.0,1.0,10+ years,1.0,1
1033,15000,15000.0,14.65,60,credit_card,17.21,NJ,RENT,4583.33,730,4.0,13115.0,1.0,8 years,1.0,1
1034,12000,12000.0,14.33,36,debt_consolidation,13.53,CA,MORTGAGE,8000.0,685,13.0,12968.0,1.0,3 years,1.0,1
1035,4000,3975.0,14.96,36,house,4.76,PA,RENT,1700.0,670,4.0,2381.0,5.0,< 1 year,1.0,1
1036,12000,12000.0,17.99,36,other,19.89,CA,RENT,5129.0,660,8.0,8923.0,0.0,5 years,1.0,1
1037,12000,12000.0,10.36,36,debt_consolidation,11.92,PA,MORTGAGE,10333.33,690,16.0,8987.0,0.0,5 years,0.0,1
1038,7500,7500.0,5.42,36,home_improvement,22.26,OH,MORTGAGE,2583.33,785,11.0,2160.0,0.0,10+ years,0.0,1
1039,24000,23568.65,7.88,36,credit_card,14.41,AZ,MORTGAGE,11666.67,785,10.0,33122.0,0.0,4 years,0.0,1
1040,16000,16000.0,15.31,36,debt_consolidation,19.92,MA,RENT,6000.0,690,11.0,10915.0,1.0,7 years,1.0,1
1041,12200,12200.0,21.48,60,credit_card,9.12,AK,RENT,6666.67,695,9.0,17282.0,0.0,10+ years,1.0,1
1042,12000,12000.0,10.16,36,debt_consolidation,11.93,CA,RENT,8054.5,710,13.0,14986.0,0.0,10+ years,0.0,1
1043,12000,12000.0,15.31,36,debt_consolidation,25.86,MA,OWN,3333.33,665,9.0,10310.0,0.0,n/a,1.0,1
1044,9800,9775.0,5.99,36,debt_consolidation,14.44,AL,MORTGAGE,6666.67,765,5.0,11466.0,0.0,3 years,0.0,1
1045,7000,7000.0,14.72,36,debt_consolidation,11.39,WI,MORTGAGE,6833.0,670,11.0,5537.0,1.0,7 years,1.0,1
1046,10000,10000.0,11.71,36,moving,2.18,CA,RENT,5500.0,720,3.0,5623.0,0.0,4 years,0.0,1
1047,10000,10000.0,13.11,36,credit_card,19.38,UT,MORTGAGE,4958.33,710,9.0,24598.0,1.0,2 years,1.0,1
1048,17000,16975.0,11.99,60,debt_consolidation,12.69,NC,MORTGAGE,4666.67,745,17.0,11677.0,2.0,10+ years,0.0,1
1049,18000,17975.0,19.22,60,debt_consolidation,16.04,AZ,MORTGAGE,4666.67,675,14.0,14878.0,3.0,10+ years,1.0,1
1050,15600,6575.0,11.97,36,debt_consolidation,6.65,CA,MORTGAGE,15000.0,680,14.0,20237.0,3.0,2 years,0.0,1
1051,16750,9445.58,12.41,36,credit_card,24.75,FL,RENT,3750.0,720,6.0,28116.0,1.0,10+ years,1.0,1
1052,7200,7200.0,12.12,36,debt_consolidation,18.61,CA,OWN,3208.33,680,8.0,9849.0,0.0,1 year,1.0,1
1053,1500,1500.0,12.99,36,other,20.6,MO,MORTGAGE,5000.0,690,15.0,38176.0,1.0,4 years,1.0,1
1054,13600,13600.0,12.12,36,credit_card,20.94,WA,MORTGAGE,5416.67,685,15.0,17117.0,0.0,10+ years,1.0,1
1055,30000,30000.0,24.33,60,debt_consolidation,11.24,CA,RENT,11250.0,670,12.0,41592.0,0.0,6 years,1.0,1
1056,10000,10000.0,17.77,36,debt_consolidation,26.32,CO,RENT,2500.0,680,6.0,17543.0,1.0,7 years,1.0,1
1057,10000,9850.0,10.25,36,debt_consolidation,13.98,NJ,MORTGAGE,5916.67,730,8.0,6639.0,4.0,1 year,0.0,1
